1 86 9
2 87 11
3 82 19
4 84 20
5 74 32
6 57 47
7 70 44
8 67 42
9 59 53
10 54 54
11 54 76
12 57 66
13 56 68
14 49 71
15 56 60
16 39 74
17 41 74
18 39 70
19 37 70
20 42 67
21 36 74
22 34 71
23 42 84
24 37 77
25 37 77
26 34 82
27 45 78
28 39 79
29 48 85
30 34 88
31 32 88
32 37 89
33 27 88
34 31 88
35 23 89
36 32 92
37 24 87
38 32 91
39 30 91
40 25 89
41 30 91
42 23 86
43 29 93
44 17 85
45 19 93
46 23 96
47 21 92
48 20 97
49 17 97
50 25 95
51 14 95
52 25 97
53 26 94
54 29 99
55 22 95
56 24 98
57 25 98
58 23 94
59 28 97
60 19 96
61 18 99
62 23 98
63 16 97
64 12 99
65 21 99
66 16 98
67 21 99
68 17 98
69 19 98
70 12 97
71 14 98
72 26 95
73 19 99
74 24 98
75 15 96
76 15 97
77 20 99
78 19 100
79 24 98
80 19 100
81 12 99
82 17 94
83 14 96
84 13 99
85 22 98
86 19 99
87 21 100
88 19 99
89 25 97
90 18 98
91 11 98
92 16 99
93 8 98
94 18 99
95 13 100
96 19 100
97 11 98
98 18 99
99 16 99
100 23 95
