1 89 15
2 82 6
3 91 13
4 89 14
5 83 18
6 78 33
7 72 47
8 60 57
9 72 68
10 67 69
11 61 71
12 59 72
13 64 71
14 44 82
15 54 88
16 56 86
17 45 89
18 44 84
19 49 92
20 45 91
21 45 89
22 43 91
23 44 93
24 44 92
25 39 91
26 36 89
27 45 92
28 37 90
29 39 94
30 42 92
31 27 92
32 32 99
33 34 96
34 30 97
35 34 99
36 29 97
37 37 97
38 28 99
39 33 98
40 35 98
41 40 100
42 45 94
43 32 99
44 35 99
45 27 97
46 25 97
47 36 98
48 37 94
49 26 98
50 27 97
51 29 97
52 30 99
53 31 99
54 20 98
55 30 99
56 28 100
57 24 100
58 33 97
59 27 98
60 31 98
61 33 98
62 26 99
63 31 99
64 24 99
65 33 95
66 27 99
67 27 98
68 27 98
69 22 98
70 23 98
71 29 97
72 24 98
73 28 100
74 22 99
75 26 100
76 27 99
77 20 99
78 26 97
79 33 96
80 31 98
81 27 98
82 23 100
83 24 99
84 20 98
85 30 99
86 27 98
87 28 100
88 19 100
89 25 98
90 23 97
91 13 97
92 25 98
93 25 99
94 24 99
95 22 98
96 31 99
97 23 96
98 26 97
99 29 100
100 31 96
