100000 53 100
200000 95 38
300000 87 45
400000 81 79
500000 96 50
600000 70 99
700000 66 100
800000 60 100
900000 67 100
1000000 51 100
1100000 64 100
1200000 61 100
1300000 64 100
1400000 63 100
1500000 50 100
1600000 67 100
1700000 75 100
1800000 60 100
1900000 63 100
2000000 76 100
2100000 68 100
2200000 58 100
2300000 60 100
2400000 64 100
2500000 67 100
2600000 69 100
2700000 57 100
2800000 73 100
2900000 65 100
3000000 75 100
3100000 67 100
3200000 72 100
3300000 69 100
3400000 71 100
3500000 67 100
3600000 70 100
3700000 73 100
3800000 67 100
3900000 57 100
4000000 62 100
4100000 69 100
4200000 67 100
4300000 53 100
4400000 71 100
4500000 73 100
4600000 70 100
4700000 63 100
4800000 77 100
4900000 68 100
5000000 62 100
5100000 65 100
5200000 64 100
5300000 63 100
5400000 67 100
5500000 67 100
5600000 65 100
5700000 65 100
5800000 59 100
5900000 70 100
6000000 66 100
6100000 68 100
6200000 68 100
6300000 70 100
6400000 74 100
6500000 64 100
6600000 63 100
6700000 50 100
6800000 63 100
6900000 69 100
7000000 74 100
7100000 71 100
7200000 64 100
7300000 71 100
7400000 63 100
7500000 71 100
7600000 72 100
7700000 81 100
7800000 62 100
7900000 70 100
8000000 73 100
8100000 66 100
8200000 62 100
8300000 66 100
8400000 63 100
8500000 68 100
8600000 65 100
8700000 65 100
8800000 71 100
8900000 65 100
9000000 66 100
9100000 73 100
9200000 60 100
9300000 65 100
9400000 62 100
9500000 65 100
9600000 74 100
9700000 64 100
9800000 63 100
9900000 60 100
10000000 61 100
