100000 80 99
200000 77 95
300000 75 98
400000 88 99
500000 78 99
600000 91 99
700000 87 100
800000 93 99
900000 89 99
1000000 83 100
1100000 93 98
1200000 89 98
1300000 82 100
1400000 87 100
1500000 82 100
1600000 88 100
1700000 87 100
1800000 81 100
1900000 96 100
2000000 90 100
2100000 81 99
2200000 84 100
2300000 87 100
2400000 88 100
2500000 86 100
2600000 92 99
2700000 90 99
2800000 83 100
2900000 89 100
3000000 81 100
3100000 88 100
3200000 85 100
3300000 84 100
3400000 88 100
3500000 83 100
3600000 89 99
3700000 86 100
3800000 89 100
3900000 89 100
4000000 85 99
4100000 88 100
4200000 91 100
4300000 85 100
4400000 85 98
4500000 88 100
4600000 89 100
4700000 89 100
4800000 88 100
4900000 87 100
5000000 87 100
5100000 87 100
5200000 86 99
5300000 89 100
5400000 85 99
5500000 82 100
5600000 90 100
5700000 78 100
5800000 92 99
5900000 91 100
6000000 88 100
6100000 93 99
6200000 87 100
6300000 86 100
6400000 84 100
6500000 83 100
6600000 92 99
6700000 87 99
6800000 85 100
6900000 88 100
7000000 87 100
7100000 85 98
7200000 88 99
7300000 87 100
7400000 87 99
7500000 87 100
7600000 94 100
7700000 90 100
7800000 93 100
7900000 83 99
8000000 82 100
8100000 86 100
8200000 87 100
8300000 89 100
8400000 87 97
8500000 86 100
8600000 84 100
8700000 94 100
8800000 85 100
8900000 85 99
9000000 85 100
9100000 91 100
9200000 88 100
9300000 87 100
9400000 88 100
9500000 86 100
9600000 85 100
9700000 96 100
9800000 87 100
9900000 84 100
10000000 91 100
