1 95 4 34770 33788
2 95 6 58349 56541
3 98 6 76098 73800
4 98 4 87290 84562
5 99 11 95733 92671
6 99 5 102035 98707
7 99 3 107162 103600
8 98 12 111375 107674
9 97 20 114870 111050
10 97 6 117956 114033
11 100 13 119986 116002
12 99 21 122044 118007
13 100 14 123760 119741
14 99 21 125315 121270
15 99 7 126437 122400
16 98 7 127864 123760
17 74 49 128990 124864
18 99 16 129978 125869
19 98 18 130963 126864
20 99 12 132018 127883
21 98 16 132980 128810
22 100 16 133680 129513
23 81 54 134443 130290
24 98 21 135311 131176
25 99 25 136134 132011
26 89 31 136963 132826
27 100 19 137795 133626
28 99 18 138434 134267
29 100 20 139081 134899
30 100 20 139584 135401
31 96 37 140085 135912
32 98 23 140527 136371
33 98 35 140995 136839
34 100 29 141411 137262
35 95 37 141823 137685
36 96 47 142312 138134
37 97 34 142815 138635
38 98 42 143400 139186
39 95 35 143841 139631
40 98 44 144404 140161
41 99 52 144949 140671
42 95 67 145406 141110
43 99 40 145924 141596
44 99 48 146390 142038
45 100 24 146905 142492
46 98 70 147488 143083
47 99 45 148077 143621
48 100 46 148672 144224
49 96 45 149268 144786
50 69 96 149809 145319
51 64 89 150388 145895
52 92 74 150941 146426
53 72 95 151498 146976
54 77 95 151983 147475
55 94 67 152576 148071
56 69 99 153069 148569
57 94 62 153609 149087
58 96 56 154231 149646
59 66 98 154716 150131
60 74 99 155053 150467
61 69 100 155427 150831
62 77 100 155704 151106
63 66 99 156055 151448
64 61 100 156392 151769
65 67 100 156703 152090
66 59 99 156971 152340
67 57 100 157279 152640
68 69 100 157539 152901
69 65 100 157846 153188
70 70 100 158090 153445
71 68 100 158344 153682
72 72 100 158618 153963
73 71 100 158884 154211
74 71 100 159209 154507
75 70 100 159433 154748
76 68 100 159731 155039
77 73 98 160017 155297
78 63 100 160259 155535
79 71 97 160495 155796
80 68 100 160824 156101
81 75 100 161081 156332
82 70 100 161375 156648
83 72 100 161621 156909
84 68 100 161891 157170
85 63 100 162128 157385
86 67 99 162360 157623
87 68 100 162587 157849
88 65 100 162846 158111
89 69 99 163075 158322
90 73 100 163299 158536
91 71 100 163535 158780
92 67 100 163751 158976
93 74 100 163908 159133
94 66 100 164151 159374
95 66 100 164417 159646
96 70 100 164706 159929
97 79 100 164961 160171
98 65 100 165192 160379
99 66 100 165376 160579
100 67 100 165601 160807
101 57 100 165853 161060
102 65 100 166155 161322
103 59 100 166423 161577
104 64 100 166680 161829
105 66 100 166933 162077
106 64 100 167162 162317
107 62 100 167370 162518
108 71 100 167590 162747
109 59 100 167798 162939
110 61 100 168029 163170
111 58 100 168230 163361
112 67 100 168515 163632
113 60 100 168752 163852
114 59 100 168944 164027
115 71 100 169110 164187
116 70 100 169330 164409
117 64 100 169598 164676
118 63 100 169799 164884
119 74 100 170064 165138
120 69 100 170292 165349
121 71 100 170476 165533
122 72 100 170672 165718
123 61 100 170884 165909
124 59 100 171053 166087
125 57 100 171247 166275
126 63 100 171429 166439
127 48 100 171626 166655
128 62 100 171818 166849
129 64 100 172032 167053
130 65 99 172228 167257
131 73 97 172375 167401
132 63 100 172532 167557
133 64 99 172678 167696
134 67 100 172883 167883
135 68 100 173076 168055
136 56 100 173240 168218
137 63 100 173380 168373
138 67 100 173548 168534
139 68 100 173737 168724
140 69 100 173922 168916
141 67 100 174053 169061
142 71 100 174236 169259
143 69 100 174407 169427
144 63 100 174560 169596
145 50 100 174712 169755
146 63 100 174886 169924
147 68 100 175047 170079
148 77 100 175223 170232
149 65 100 175417 170424
150 70 100 175595 170584
151 57 100 175779 170755
152 67 100 175939 170932
153 56 100 176138 171138
154 54 100 176341 171329
155 64 100 176558 171526
156 66 100 176748 171720
157 62 100 176943 171894
158 64 100 177121 172059
159 73 100 177278 172235
160 67 100 177465 172423
161 64 100 177640 172610
162 59 100 177808 172772
163 63 100 178003 172985
164 64 100 178120 173108
165 61 100 178296 173261
166 58 100 178461 173420
167 69 100 178658 173613
168 50 99 178810 173756
169 68 100 178955 173894
170 61 100 179120 174053
171 59 100 179292 174215
172 62 100 179454 174391
173 66 99 179626 174541
174 67 100 179801 174718
175 56 97 179968 174872
176 65 99 180088 174988
177 57 100 180209 175124
178 63 99 180409 175314
179 61 100 180604 175507
180 69 100 180799 175681
181 61 99 180951 175814
182 61 100 181104 175972
183 68 100 181324 176194
184 54 100 181494 176377
185 62 100 181632 176520
186 67 100 181791 176671
187 58 100 181962 176832
188 64 100 182124 176994
189 65 100 182288 177177
190 70 100 182425 177326
191 68 100 182615 177515
192 64 100 182828 177744
193 65 100 183029 177953
