1 91 11
2 90 14
3 90 28
4 70 29
5 67 36
6 68 43
7 63 61
8 55 66
9 68 60
10 56 65
11 45 72
12 38 72
13 44 65
14 42 65
15 46 71
16 42 68
17 38 74
18 39 75
19 44 71
20 42 78
21 38 78
22 34 78
23 37 81
24 41 77
25 33 74
26 32 79
27 33 84
28 33 86
29 38 85
30 26 80
31 34 87
32 29 87
33 26 92
34 31 87
35 30 90
36 27 95
37 30 91
38 29 97
39 27 96
40 27 88
41 20 92
42 32 91
43 29 93
44 24 94
45 27 95
46 25 96
47 19 92
48 23 92
49 23 95
50 22 97
51 25 92
52 13 98
53 34 93
54 17 94
55 20 93
56 19 95
57 20 96
58 28 92
59 22 96
60 20 96
61 27 99
62 23 96
63 22 99
64 27 96
65 18 97
66 16 97
67 19 94
68 27 96
69 19 91
70 19 96
71 18 98
72 15 95
73 19 97
74 19 97
75 27 95
76 19 96
77 17 99
78 21 92
79 16 96
80 21 95
81 18 100
82 20 97
83 27 98
84 21 98
85 17 98
86 22 96
87 17 98
88 17 99
89 17 96
90 20 97
91 23 97
92 13 96
93 19 97
94 13 96
95 26 97
96 16 95
97 21 95
98 21 98
99 18 97
100 12 98
