1 93 7 34855 33865
2 90 8 58228 56500
3 95 10 76472 74217
4 96 7 91183 88535
5 94 7 103711 100657
6 95 8 112547 109154
7 96 10 119208 115610
8 97 3 124338 120446
9 98 13 128230 124179
10 96 26 131174 126992
11 96 22 133466 129133
12 90 88 135804 131326
13 85 91 137843 133286
14 86 94 139684 135016
15 84 94 141302 136566
16 87 99 142526 137777
17 82 99 143737 138902
18 83 100 144844 139930
19 85 99 145960 141014
20 77 99 147144 142092
21 88 41 148383 143254
22 78 95 149474 144274
23 86 99 150457 145210
24 78 100 151496 146239
25 77 96 152375 147075
26 90 96 153159 147794
27 77 99 154103 148716
28 80 99 154946 149468
29 77 99 155628 150149
30 82 99 156325 150809
31 86 98 156944 151386
32 84 99 157677 152042
33 88 100 158273 152649
34 92 98 158904 153262
35 82 100 159449 153764
36 85 100 160065 154332
37 79 100 160652 154890
38 85 100 161213 155455
39 90 98 161670 155907
40 85 100 162119 156353
41 93 100 162642 156845
42 82 99 163090 157279
43 86 100 163457 157627
44 84 100 163908 158073
45 79 99 164353 158512
46 84 99 164792 158940
47 81 100 165264 159407
48 77 93 165715 159837
49 80 99 166103 160206
50 86 100 166494 160597
51 84 100 166917 160993
52 84 100 167312 161409
53 75 100 167770 161865
54 81 100 168119 162197
55 79 100 168525 162604
56 76 98 168879 162949
57 85 100 169202 163275
58 90 100 169574 163649
59 87 99 169917 163986
60 91 100 170337 164393
61 87 100 170694 164751
62 78 100 171000 165053
63 86 100 171402 165420
64 74 100 171692 165715
65 85 100 172111 166111
66 79 98 172413 166401
67 84 100 172754 166723
68 81 98 173063 167028
69 84 100 173395 167379
70 90 100 173696 167669
71 86 100 173989 167974
72 91 100 174344 168298
73 90 100 174663 168621
74 86 100 174944 168884
75 77 97 175251 169180
76 84 100 175562 169472
77 83 100 175902 169786
78 81 100 176214 170068
79 82 100 176564 170407
80 84 98 176852 170704
81 86 100 177142 170962
82 85 100 177419 171234
83 80 99 177711 171519
84 77 99 177958 171793
85 85 100 178248 172069
86 77 97 178503 172333
87 82 100 178790 172635
88 79 100 179051 172881
89 80 100 179333 173153
90 78 100 179615 173431
91 76 100 179865 173659
92 77 100 180115 173899
93 83 100 180366 174136
94 81 100 180584 174325
95 82 100 180847 174564
96 88 100 181091 174810
97 76 100 181317 175041
98 73 100 181603 175295
99 86 100 181837 175532
100 89 100 182090 175785
