1 88 9
2 79 17
3 89 14
4 89 16
5 83 35
6 83 40
7 83 46
8 80 43
9 77 57
10 61 59
11 66 63
12 63 69
13 58 65
14 59 62
15 65 71
16 57 71
17 53 67
18 54 70
19 65 76
20 56 78
21 45 82
22 45 84
23 49 90
24 54 83
25 46 92
26 42 93
27 37 89
28 39 92
29 44 87
30 42 98
31 34 95
32 47 94
33 42 95
34 38 96
35 35 90
36 33 90
37 36 93
38 39 87
39 42 95
40 38 98
41 38 96
42 40 92
43 46 89
44 36 91
45 40 91
46 43 93
47 46 92
48 40 96
49 32 95
50 34 94
51 39 94
52 39 98
53 34 95
54 29 94
55 32 92
56 43 99
57 27 93
58 26 98
59 28 96
60 41 98
61 31 96
62 32 97
63 30 97
64 36 98
65 29 97
66 35 99
67 36 99
68 35 99
69 43 99
70 19 100
71 27 100
72 33 96
73 30 99
74 25 98
75 31 97
76 34 100
77 30 99
78 34 100
79 23 99
80 22 100
81 28 98
82 30 99
83 28 100
84 33 98
85 27 100
86 37 100
87 23 99
88 30 100
89 40 98
90 30 99
91 25 100
92 30 100
93 26 100
94 20 98
95 28 98
96 29 100
97 36 100
98 33 100
99 27 100
100 31 100
