1 90 12
2 89 8
3 83 22
4 79 15
5 80 29
6 78 30
7 82 33
8 77 42
9 76 49
10 73 57
11 66 59
12 68 72
13 58 67
14 57 75
15 52 82
16 60 76
17 54 80
18 52 86
19 49 83
20 52 88
21 52 86
22 49 89
23 41 88
24 46 93
25 42 100
26 37 99
27 36 100
28 43 99
29 32 96
30 42 99
31 40 99
32 31 98
33 38 99
34 43 99
35 33 99
36 28 98
37 35 100
38 34 100
39 31 98
40 31 97
41 28 100
42 27 100
43 23 99
44 33 100
45 37 99
46 32 99
47 29 100
48 27 100
49 32 98
50 30 100
51 29 100
52 27 100
53 30 98
54 30 100
55 32 100
56 26 97
57 26 100
58 33 97
59 25 98
60 32 98
61 18 98
62 27 100
63 20 99
64 31 100
65 34 100
66 19 100
67 24 100
68 28 100
69 33 100
70 32 100
71 22 99
72 25 99
73 27 98
74 26 98
75 24 98
76 36 99
77 28 100
78 32 100
79 29 100
80 27 100
81 25 100
82 31 100
83 22 100
84 24 100
85 23 99
86 25 99
87 26 100
88 20 98
89 30 100
90 26 99
91 25 96
92 26 100
93 18 99
94 27 99
95 30 99
96 31 100
97 33 100
98 26 100
99 22 100
100 21 100
