90 61 100 167446 160620
91 62 100 167675 160868
92 62 99 167944 161150
93 69 100 168257 161440
94 67 100 168496 161686
95 63 100 168715 161904
96 65 100 168975 162158
97 67 99 169177 162362
98 65 100 169412 162585
99 71 100 169636 162800
100 59 99 169839 162997
101 59 100 170123 163277
102 75 99 170388 163538
103 69 100 170599 163723
104 64 100 170814 163927
105 61 100 171019 164162
106 69 100 171278 164411
107 72 100 171493 164618
108 68 100 171712 164845
109 76 100 171935 165074
110 63 100 172143 165284
111 72 100 172359 165493
112 52 100 172602 165731
113 59 100 172791 165917
114 63 100 172990 166097
115 63 99 173204 166316
116 70 100 173399 166488
117 66 100 173612 166703
118 56 100 173811 166895
119 62 100 174050 167123
120 76 100 174291 167350
121 69 100 174473 167535
122 63 100 174649 167700
123 65 100 174846 167903
124 68 100 175065 168106
125 69 100 175254 168306
126 65 100 175431 168477
127 62 100 175665 168689
128 61 100 175857 168864
129 67 100 176038 169041
130 63 100 176208 169197
131 73 99 176470 169449
132 72 100 176703 169672
133 78 100 176890 169848
134 58 100 177056 170013
135 67 100 177211 170168
136 67 100 177383 170326
137 67 100 177558 170506
138 54 99 177722 170676
139 63 100 177877 170831
140 62 100 178037 170980
141 54 100 178245 171165
142 59 100 178401 171339
143 70 100 178590 171503
144 73 97 178807 171709
145 61 100 178977 171884
146 67 100 179110 172024
147 69 100 179277 172181
148 67 100 179430 172336
149 67 100 179588 172484
150 71 100 179748 172660
151 58 100 179904 172818
152 68 100 180095 173005
153 63 100 180245 173162
154 60 100 180377 173302
155 63 100 180518 173453
156 67 100 180664 173605
157 50 100 180849 173768
158 59 100 181010 173919
159 67 100 181137 174054
160 67 100 181282 174205
161 50 100 181473 174411
162 58 100 181613 174546
163 69 100 181801 174750
164 56 100 181963 174905
165 60 100 182158 175114
166 65 100 182370 175328
167 58 100 182602 175550
168 79 100 182794 175718
169 75 100 182990 175904
170 63 100 183138 176048
171 60 100 183345 176254
172 67 100 183537 176441
173 65 100 183688 176603
174 58 100 183839 176754
175 65 100 184003 176924
176 66 100 184168 177088
177 62 100 184292 177223
178 54 100 184417 177360
179 73 100 184540 177492
180 71 100 184704 177640
181 64 100 184872 177819
182 65 100 185014 177964
183 65 100 185157 178116
184 63 100 185357 178292
185 69 100 185534 178486
186 77 99 185680 178635
187 71 100 185875 178834
188 70 100 186023 178990
189 58 100 186162 179121
190 67 100 186302 179257
191 73 98 186470 179435
192 59 100 186643 179583
193 57 100 186799 179738
194 56 100 186983 179913
195 73 100 187155 180079
196 66 100 187319 180251
197 63 100 187463 180391
198 69 100 187643 180576
199 69 100 187824 180764
200 66 100 188008 180942
201 60 100 188158 181104
202 68 100 188317 181243
203 64 100 188443 181366
204 69 100 188578 181493
205 69 100 188722 181631
206 57 100 188842 181759
207 68 100 188976 181891
208 61 100 189127 182038
209 64 100 189260 182179
210 64 100 189381 182301
211 65 100 189514 182423
212 56 100 189651 182564
213 70 100 189813 182694
214 66 100 189991 182868
215 68 100 190162 183050
216 61 100 190314 183198
217 71 100 190464 183346
218 64 100 190627 183514
219 61 100 190731 183622
220 66 100 190873 183752
221 69 100 191012 183884
222 73 100 191157 184042
223 58 100 191318 184204
224 71 100 191483 184356
225 66 100 191641 184517
226 66 100 191797 184662
227 65 100 191961 184837
228 61 100 192114 184982
229 61 100 192280 185118
230 66 100 192482 185306
231 54 100 192650 185461
232 67 100 192800 185622
233 55 100 192970 185797
234 55 100 193145 185967
235 56 100 193356 186183
236 69 100 193488 186311
237 82 100 193684 186498
238 68 100 193854 186683
239 62 100 194048 186864
240 71 100 194241 187046
241 67 100 194360 187158
242 63 100 194517 187321
243 60 99 194669 187479
244 64 100 194799 187610
245 65 100 194939 187741
246 63 100 195061 187858
247 67 100 195240 188021
248 70 100 195414 188190
249 59 100 195557 188343
250 64 100 195719 188505
251 68 99 195884 188682
252 64 100 196034 188816
253 58 100 196210 188994
254 53 100 196334 189118
255 69 100 196511 189305
256 66 100 196644 189440
257 62 100 196780 189580
258 68 100 196947 189750
259 53 100 197094 189890
260 56 100 197203 189993
261 66 100 197351 190140
262 66 100 197494 190278
263 67 100 197638 190421
264 69 100 197767 190543
265 60 100 197943 190704
266 57 100 198065 190836
267 52 100 198198 190963
268 63 100 198355 191102
269 74 99 198527 191273
270 71 100 198679 191409
271 53 100 198865 191585
272 67 100 199041 191768
273 70 100 199191 191930
274 60 100 199373 192098
275 68 100 199528 192250
276 71 100 199691 192397
277 65 100 199847 192541
278 63 100 200074 192774
279 55 100 200215 192903
280 61 100 200371 193068
281 60 100 200547 193232
282 64 100 200725 193412
283 61 100 200852 193532
284 64 100 201017 193704
285 60 100 201147 193824
286 63 100 201279 193956
287 68 100 201412 194088
288 63 100 201576 194227
289 58 100 201768 194414
290 60 100 201944 194562
291 65 100 202128 194764
292 56 100 202329 194937
293 71 98 202473 195088
294 62 100 202652 195262
295 66 100 202814 195406
296 73 100 202975 195551
297 59 100 203117 195694
298 73 100 203287 195856
299 71 100 203409 195984
300 74 100 203587 196156
301 65 100 203709 196269
302 55 100 203842 196407
303 57 100 203996 196547
304 62 100 204125 196673
305 76 100 204299 196829
306 74 100 204418 196940
307 68 100 204562 197093
308 69 100 204681 197214
309 65 100 204798 197319
310 67 100 204907 197428
311 59 100 205035 197550
312 62 100 205205 197719
313 69 100 205350 197846
314 66 100 205485 197995
315 63 100 205659 198170
316 66 100 205779 198294
317 62 100 205928 198441
318 77 100 206019 198526
319 64 100 206157 198665
320 69 100 206279 198799
321 70 100 206409 198934
322 64 100 206550 199067
323 55 100 206647 199167
324 69 99 206795 199321
325 72 100 206969 199474
326 64 100 207131 199628
327 68 100 207298 199794
328 68 100 207439 199939
329 67 100 207596 200114
330 73 100 207805 200308
331 51 100 207986 200480
332 63 99 208099 200589
333 74 100 208242 200727
334 63 100 208405 200874
335 61 100 208539 200997
336 60 100 208691 201151
337 62 100 208810 201271
338 64 100 208978 201432
339 71 100 209103 201555
340 69 100 209276 201702
341 65 100 209397 201799
342 68 100 209557 201939
343 71 100 209668 202047
344 62 100 209795 202175
345 63 100 209898 202283
346 73 100 210026 202410
347 69 100 210148 202539
348 68 100 210308 202700
349 71 100 210477 202846
350 57 100 210610 202979
351 64 100 210741 203099
352 72 100 210884 203244
353 75 100 211032 203391
354 67 100 211203 203556
355 67 100 211380 203738
356 64 100 211509 203879
357 70 100 211668 204043
358 60 100 211778 204151
359 70 100 211966 204343
360 58 100 212131 204498
361 63 100 212253 204612
362 59 100 212409 204750
363 67 100 212587 204927
364 70 100 212707 205054
365 65 100 212865 205213
366 66 100 212987 205341
367 59 100 213121 205472
368 60 100 213235 205583
369 62 100 213364 205698
370 74 100 213467 205803
371 51 100 213587 205915
372 55 100 213773 206084
373 64 100 213880 206186
374 71 100 214008 206315
375 62 100 214110 206410
376 57 100 214288 206568
377 74 100 214478 206734
378 62 100 214678 206929
379 71 99 214841 207088
380 56 100 215002 207230
381 66 100 215135 207358
382 68 100 215262 207492
383 67 100 215421 207652
384 70 100 215620 207849
385 70 100 215752 207974
386 65 100 215884 208092
387 70 100 216051 208240
388 59 100 216211 208398
389 66 99 216354 208544
390 60 100 216513 208709
391 74 100 216664 208870
392 64 100 216783 208987
393 69 100 216900 209100
394 54 100 216988 209177
395 73 100 217077 209256
396 62 100 217207 209376
397 51 100 217322 209496
398 57 100 217442 209595
399 50 100 217614 209749
400 67 100 217751 209868
401 78 100 217882 209982
402 59 100 218026 210104
403 64 100 218173 210251
404 65 100 218290 210356
405 66 100 218442 210500
406 61 100 218593 210646
407 55 100 218705 210758
408 63 100 218801 210861
409 68 100 218913 210971
410 60 100 219035 211100
411 70 100 219143 211198
412 70 100 219290 211334
413 57 100 219397 211425
414 66 100 219547 211564
415 63 100 219699 211721
416 57 100 219848 211866
417 61 100 219988 212019
418 59 100 220137 212167
419 66 100 220298 212315
420 55 100 220435 212441
421 70 100 220533 212539
422 67 100 220645 212651
423 63 100 220802 212783
424 63 100 220908 212887
425 60 100 221054 213007
426 55 100 221176 213138
427 60 100 221323 213282
428 51 100 221477 213430
429 61 100 221647 213599
430 56 100 221778 213722
431 62 100 221915 213852
432 72 100 222046 213978
433 70 100 222183 214118
434 58 100 222275 214218
435 80 100 222406 214355
436 59 100 222519 214456
437 65 100 222638 214570
438 66 100 222795 214717
439 69 100 222931 214856
440 61 100 223070 214984
441 59 100 223193 215113
442 64 100 223324 215231
443 69 100 223466 215392
444 64 100 223594 215517
445 59 100 223727 215671
446 64 100 223853 215785
447 58 100 223963 215890
448 63 100 224071 215991
449 59 100 224194 216112
450 62 100 224280 216199
451 61 100 224365 216289
452 67 100 224465 216385
453 63 100 224578 216503
454 65 100 224676 216607
455 65 100 224841 216769
456 70 100 224977 216919
457 71 100 225068 217013
458 64 100 225170 217112
459 62 100 225266 217205
460 62 100 225363 217297
461 51 100 225445 217373
462 62 100 225525 217456
463 50 100 225617 217556
464 69 100 225725 217651
465 72 100 225830 217751
466 63 100 225961 217861
467 69 100 226056 217962
468 67 100 226163 218066
469 74 100 226294 218186
470 67 100 226407 218304
471 60 100 226511 218411
472 62 100 226595 218491
473 54 100 226687 218588
474 66 100 226763 218678
475 64 100 226847 218761
476 59 100 226965 218888
477 71 100 227101 219011
478 66 100 227214 219129
479 54 100 227345 219258
480 69 100 227439 219363
481 55 100 227548 219476
482 59 100 227641 219575
483 65 99 227776 219710
484 61
