1 93 15
2 87 13
3 92 16
4 90 31
5 84 32
6 78 27
7 78 42
8 66 54
9 68 53
10 67 49
11 64 52
12 62 53
13 58 61
14 72 59
15 51 65
16 59 62
17 63 66
18 48 72
19 57 70
20 44 71
21 57 77
22 47 82
23 49 81
24 39 83
25 46 88
26 42 88
27 44 87
28 41 85
29 45 90
30 37 90
31 35 89
32 40 95
33 48 83
34 34 84
35 44 94
36 33 96
37 49 90
38 39 94
39 38 94
40 41 94
41 41 88
42 31 94
43 31 93
44 40 95
45 39 93
46 39 94
47 36 96
48 36 93
49 24 94
50 39 93
51 33 96
52 31 93
53 37 92
54 34 93
55 30 92
56 39 96
57 38 96
58 24 94
59 26 97
60 33 95
61 31 99
62 35 96
63 36 97
64 33 94
65 36 94
66 30 98
67 27 95
68 31 96
69 36 99
70 27 97
71 29 96
72 29 100
73 31 96
74 34 95
75 34 100
76 39 98
77 29 99
78 36 94
79 29 95
80 27 94
81 35 94
82 30 98
83 23 97
84 38 100
85 30 100
86 24 95
87 24 98
88 18 94
89 33 97
90 28 94
91 26 96
92 29 98
93 20 98
94 19 98
95 24 98
96 24 97
97 26 97
98 23 98
99 23 100
100 24 98
