1 93 5 34721 33694
2 95 6 57868 56351
3 94 6 75670 73623
4 98 4 90217 87805
5 96 3 102572 99749
6 93 7 113342 110080
7 95 18 121673 118093
8 93 28 127537 123627
9 93 26 131736 127593
10 97 11 134682 130412
11 91 80 137122 132765
12 79 95 139389 134905
13 83 100 141087 136548
14 94 60 142838 138205
15 87 91 144478 139781
16 82 93 145868 141094
17 93 57 147364 142503
18 87 93 148753 143867
19 90 89 150008 145023
20 86 86 151182 146160
21 96 32 152390 147285
22 83 80 153484 148315
23 82 99 154521 149293
24 89 99 155478 150224
25 90 65 156311 151083
26 91 91 157120 151876
27 90 90 157964 152616
28 88 98 158830 153442
29 92 98 159614 154190
30 85 92 160545 155071
31 79 96 161283 155775
32 87 92 161826 156328
33 86 95 162688 157159
34 81 98 163460 157878
35 82 98 164167 158566
36 94 99 164894 159295
37 86 96 165503 159895
38 89 94 166350 160653
39 93 99 167021 161295
40 83 99 167610 161894
41 83 99 168128 162410
42 84 99 168719 162954
43 86 100 169309 163536
44 81 99 169856 164074
45 84 100 170309 164516
46 83 100 170784 165004
47 77 99 171288 165481
48 84 100 171849 166010
49 82 99 172391 166533
50 88 100 172910 167030
51 95 99 173331 167472
52 87 100 173811 167939
53 91 99 174238 168364
54 82 99 174714 168829
55 84 99 175122 169250
56 84 98 175502 169620
57 86 99 175941 170036
58 83 99 176330 170411
59 81 89 176729 170822
60 77 100 177211 171295
61 86 100 177537 171637
62 84 99 177922 172019
63 88 100 178223 172313
64 84 98 178675 172744
65 85 95 179135 173176
66 80 99 179565 173586
67 76 99 179965 173999
68 87 100 180330 174350
69 88 98 180681 174686
70 86 99 180997 175001
71 83 100 181373 175364
72 86 99 181766 175754
73 84 100 182106 176116
74 80 99 182516 176516
75 82 99 182888 176865
76 90 99 183236 177205
77 91 100 183566 177544
78 85 99 183896 177874
79 82 100 184274 178262
80 78 99 184648 178630
81 82 99 184941 178915
82 90 97 185211 179181
83 87 98 185564 179541
84 86 100 185884 179859
85 83 100 186233 180218
86 81 99 186509 180507
87 86 100 186845 180833
88 92 99 187119 181096
89 80 100 187391 181368
90 86 100 187712 181694
91 81 100 188053 182036
92 87 100 188326 182318
93 83 100 188604 182587
94 85 100 188862 182846
95 78 100 189146 183128
96 85 100 189396 183391
97 83 100 189687 183669
98 83 100 189954 183963
99 86 100 190257 184245
100 85 100 190548 184552
